id,fullName,primaryNumber,birthDate,currentAge,nationality,height,weight,shootsCatches,currentTeam,primaryPosition
8473546,Michael Grabner,40,1987-10-05,32,AUT,"6' 1""",188,L,New York Rangers,RW
8477427,Tobias Lindberg,,1995-07-22,24,SWE,"6' 3""",215,L,Toronto Maple Leafs,RW
8470599,Milan Michalek,18,1984-12-07,,CZE,"6' 2""",225,L,Free Agent,LW
8476343,Garret Sparks,,1993-06-28,26,USA,"6' 2""",204,L,Toronto Maple Leafs,G
8472382,Andy Greene,6,1982-10-30,37,USA,"5' 11""",190,L,New Jersey Devils,D
8478401,Pavel Zacha,37,1997-04-06,23,CZE,"6' 3""",210,L,New Jersey Devils,C
8478566,Sergey Kalinin,51,1991-03-17,,RUS,"6' 3""",200,L,Free Agent,C
8474660,David Warsofsky,5,1990-05-30,29,USA,"5' 9""",170,L,Colorado Avalanche,D
8475750,Jon Merrill,15,1992-02-03,28,USA,"6' 3""",205,L,Vegas Golden Knights,D
8477512,Frederik Gauthier,,1995-04-26,24,CAN,"6' 5""",235,L,Toronto Maple Leafs,C
8475278,Byron Froese,42,1991-03-12,29,CAN,"6' 1""",202,R,Montréal Canadiens,C
8476302,Frank Corrado,18,1993-03-26,27,CAN,"6' 0""",205,R,Pittsburgh Penguins,D
8474641,Adam Henrique,14,1990-02-06,30,CAN,"6' 0""",195,L,New Jersey Devils,C
8476423,Reid Boucher,24,1993-09-08,26,USA,"5' 10""",195,L,Vancouver Canucks,C
8473673,David Schlemko,21,1987-05-07,32,CAN,"6' 1""",189,L,Montréal Canadiens,D
8475151,Kyle Palmieri,21,1991-02-01,29,USA,"5' 10""",185,R,New Jersey Devils,RW
8477010,Joseph Blandisi,64,1994-07-18,25,CAN,"6' 0""",200,L,New Jersey Devils,LW
8475098,Tyler Bozak,42,1986-03-19,34,CAN,"6' 1""",195,R,Toronto Maple Leafs,C
8474581,Jake Gardiner,51,1990-07-04,29,USA,"6' 2""",200,L,Toronto Maple Leafs,D
8475172,Nazem Kadri,43,1990-10-06,29,CAN,"6' 0""",195,L,Toronto Maple Leafs,C
8460542,Patrik Elias,26,1976-04-13,,CZE,"6' 1""",190,L,Free Agent,C
8468504,Brad Boyes,28,1982-04-17,,CAN,"6' 0""",199,R,Free Agent,RW
8471956,Andrew Desjardins,11,1986-07-27,,CAN,"6' 1""",195,L,Free Agent,LW
8474668,Dale Weise,22,1988-08-05,31,CAN,"6' 2""",206,R,Philadelphia Flyers,RW
8476448,William Karlsson,71,1993-01-08,27,SWE,"6' 1""",189,L,Vegas Golden Knights,C
8470147,Curtis McElhinney,35,1983-05-23,36,CAN,"6' 3""",200,L,Toronto Maple Leafs,G
8475683,Sergei Bobrovsky,72,1988-09-20,31,RUS,"6' 2""",182,L,Columbus Blue Jackets,G
8477300,Viktor Svedberg,43,1991-05-24,28,SWE,"6' 8""",238,L,Chicago Blackhawks,D
8476850,Ryan Murray,27,1993-09-27,26,CAN,"6' 1""",211,L,Columbus Blue Jackets,D
8475323,Marcus Kruger,16,1990-05-27,29,SWE,"6' 0""",186,L,Carolina Hurricanes,C
8474597,Cody Goloubef,18,1989-11-30,,CAN,"6' 1""",200,R,Free Agent,D
8478550,Artemi Panarin,9,1991-10-30,28,RUS,"5' 11""",170,R,Columbus Blue Jackets,LW
8471769,Niklas Hjalmarsson,4,1987-06-06,32,SWE,"6' 3""",197,L,Arizona Coyotes,D
8476979,Erik Gustafsson,56,1992-03-14,28,SWE,"6' 0""",176,L,Chicago Blackhawks,D
8475209,Richard Panik,14,1991-02-07,29,SVK,"6' 1""",208,L,Chicago Blackhawks,RW
8473422,Nick Foligno,71,1987-10-31,32,USA,"6' 0""",205,L,Columbus Blue Jackets,LW
8474715,Cam Atkinson,13,1989-06-05,30,USA,"5' 8""",182,R,Columbus Blue Jackets,RW
8470039,Tomas Fleischmann,12,1984-05-16,,CZE,"6' 1""",192,L,Free Agent,LW
8471766,Jared Boll,40,1986-05-13,33,USA,"6' 3""",209,R,Anaheim Ducks,RW
8477505,Alexander Wennberg,10,1994-09-22,25,SWE,"6' 2""",196,L,Columbus Blue Jackets,C
8470281,Duncan Keith,2,1983-07-16,36,CAN,"6' 1""",192,L,Chicago Blackhawks,D
8474685,Matt Calvert,11,1989-12-24,30,CAN,"5' 11""",188,L,Columbus Blue Jackets,LW
8478567,Dean Kukan,46,1993-07-08,26,CHE,"6' 2""",196,L,Columbus Blue Jackets,D
8469492,Fedor Tyutin,51,1983-07-19,,RUS,"6' 2""",221,L,Free Agent,D
8473992,Justin Falk,41,1988-10-11,31,CAN,"6' 5""",222,L,Buffalo Sabres,D
8476381,Andrew Shaw,65,1991-07-20,28,CAN,"5' 11""",182,R,Montréal Canadiens,C
8466148,Marian Hossa,81,1979-01-12,41,SVK,"6' 1""",207,L,Chicago Blackhawks,RW
8465058,Michal Rozsival,32,1978-09-03,41,CZE,"6' 1""",210,R,Chicago Blackhawks,D
8468486,Scott Hartnell,17,1982-04-18,38,CAN,"6' 2""",215,L,Nashville Predators,LW
8470607,Brent Seabrook,7,1985-04-20,35,CAN,"6' 3""",220,R,Chicago Blackhawks,D
8471254,Bryan Bickell,29,1986-03-09,,CAN,"6' 4""",223,L,Free Agent,LW
8471217,Andrew Ladd,16,1985-12-12,34,CAN,"6' 3""",200,L,New York Islanders,LW
8470645,Corey Crawford,50,1984-12-31,35,CAN,"6' 2""",216,L,Chicago Blackhawks,G
8470920,David Clarkson,97,1984-03-31,36,CAN,"6' 0""",207,R,Vegas Golden Knights,RW
8470169,Gregory Campbell,9,1983-12-17,,CAN,"6' 0""",188,L,Free Agent,C
8476432,Boone Jenner,38,1993-06-15,26,CAN,"6' 2""",216,L,Columbus Blue Jackets,C
8474850,Brandon Mashinter,53,1988-09-20,31,CAN,"6' 4""",212,L,San Jose Sharks,LW
8471504,Rene Bourque,17,1981-12-10,,CAN,"6' 2""",217,L,Free Agent,RW
8468038,Michael Leighton,49,1981-05-19,38,CAN,"6' 3""",186,L,Tampa Bay Lightning,G
8477929,Dennis Rasmussen,22,1990-07-03,29,SWE,"6' 3""",205,L,Anaheim Ducks,C
8473604,Jonathan Toews,19,1988-04-29,31,CAN,"6' 2""",201,L,Chicago Blackhawks,C
8474774,Dalton Prout,47,1990-03-13,30,CAN,"6' 3""",230,R,New Jersey Devils,D
8477845,Trevor van Riemsdyk,57,1991-07-24,28,USA,"6' 2""",188,R,Carolina Hurricanes,D
8476438,Brandon Saad,20,1992-10-27,27,USA,"6' 1""",206,L,Chicago Blackhawks,LW
8476882,Teuvo Teravainen,86,1994-09-11,25,FIN,"5' 11""",178,L,Carolina Hurricanes,LW
8474141,Patrick Kane,88,1988-11-19,31,USA,"5' 11""",177,L,Chicago Blackhawks,RW
8475233,David Savard,58,1990-10-22,29,CAN,"6' 2""",227,R,Columbus Blue Jackets,D
8477495,Seth Jones,3,1994-10-03,25,USA,"6' 4""",220,R,Columbus Blue Jackets,D
8473573,Artem Anisimov,15,1988-05-24,31,RUS,"6' 4""",198,L,Chicago Blackhawks,C
8471273,Brandon Dubinsky,17,1986-04-29,33,USA,"6' 2""",218,L,Columbus Blue Jackets,C
8469555,Christian Ehrhoff,55,1982-07-06,,DEU,"6' 2""",201,L,Free Agent,D
8477935,Sam Bennett,93,1996-06-20,23,CAN,"6' 1""",186,L,Calgary Flames,C
8473972,Jonas Hiller,1,1982-02-12,,CHE,"6' 2""",191,R,Free Agent,G
8475798,Mikael Granlund,64,1992-02-26,28,FIN,"5' 10""",184,L,Minnesota Wild,RW
8475799,Nino Niederreiter,22,1992-09-08,27,CHE,"6' 2""",211,L,Minnesota Wild,RW
8475287,Erik Haula,56,1991-03-23,29,FIN,"6' 0""",193,L,Vegas Golden Knights,LW
8474673,TJ Brodie,7,1990-06-07,29,CAN,"6' 1""",182,L,Calgary Flames,D
8474150,Mikael Backlund,11,1989-03-17,31,SWE,"6' 1""",199,L,Calgary Flames,C
8478430,Oliver Kylington,58,1997-05-19,22,SWE,"6' 0""",183,L,Calgary Flames,D
8476890,Patrick Sieloff,50,1994-05-15,25,USA,"6' 1""",205,L,Ottawa Senators,D
8470877,David Jones,12,1984-08-10,,CAN,"6' 3""",208,R,Free Agent,RW
8474716,Jared Spurgeon,46,1989-11-29,30,CAN,"5' 9""",164,R,Minnesota Wild,D
8470871,Chris Porter,7,1984-05-29,,CAN,"6' 1""",206,L,Free Agent,LW
8475722,Jason Zucker,16,1992-01-16,28,USA,"5' 11""",187,L,Minnesota Wild,LW
8470598,Thomas Vanek,26,1984-01-19,36,AUT,"6' 2""",214,R,Vancouver Canucks,LW
8476856,Matt Dumba,24,1994-07-25,25,CAN,"6' 0""",183,R,Minnesota Wild,D
8475650,Brandon Bollig,52,1987-01-31,33,USA,"6' 2""",220,L,San Jose Sharks,LW
8474683,Derek Grant,38,1990-04-20,30,CAN,"6' 3""",202,L,Anaheim Ducks,C
8476346,Johnny Gaudreau,13,1993-08-13,26,USA,"5' 9""",157,L,Calgary Flames,LW
8475213,Drew Shore,42,1991-01-29,,USA,"6' 3""",205,R,Free Agent,C
8478562,Jakub Nakladal,14,1987-12-30,,CZE,"6' 2""",212,R,Free Agent,D
8476462,Dougie Hamilton,27,1993-06-17,26,CAN,"6' 6""",210,R,Calgary Flames,D
8469770,Dennis Wideman,6,1983-03-20,,CAN,"6' 0""",202,R,Free Agent,D
8470162,Matt Stajan,18,1983-12-19,36,CAN,"6' 1""",195,L,Calgary Flames,C
8476463,Jonas Brodin,25,1993-07-12,26,SWE,"6' 1""",193,L,Minnesota Wild,D
8477591,Josh Jooris,19,1990-07-14,29,CAN,"6' 1""",197,R,Carolina Hurricanes,RW
8469459,Mikko Koivu,9,1983-03-12,37,FIN,"6' 3""",215,L,Minnesota Wild,C
8468526,Jarret Stoll,19,1982-06-24,,CAN,"6' 1""",216,R,Free Agent,C
8470966,Mark Giordano,5,1983-10-03,36,CAN,"6' 0""",198,L,Calgary Flames,D
8476505,Turner Elson,57,1992-09-13,27,CAN,"6' 0""",195,L,Detroit Red Wings,C
8474642,Lance Bouma,17,1990-03-25,30,CAN,"6' 2""",208,L,Chicago Blackhawks,LW
8470600,Ryan Suter,20,1985-01-21,35,USA,"6' 2""",206,L,Minnesota Wild,D
8475613,Nate Prosser,39,1986-05-07,33,USA,"6' 2""",201,R,St. Louis Blues,D
8476279,Jyrki Jokipakka,23,1991-08-20,,FIN,"6' 3""",215,L,Free Agent,D
8476235,Justin Fontaine,14,1987-11-06,,CAN,"5' 10""",174,R,Free Agent,RW
8477445,Hunter Shinkaruk,49,1994-10-13,25,CAN,"5' 10""",181,L,Calgary Flames,C
8475147,Jordan Schroeder,14,1990-09-29,29,USA,"5' 9""",184,R,Columbus Blue Jackets,C
8469506,Jason Pominville,29,1982-11-30,37,USA,"6' 0""",181,R,Buffalo Sabres,RW
8468674,Deryk Engelland,5,1982-04-03,38,CAN,"6' 2""",214,R,Vegas Golden Knights,D
8474618,Marco Scandella,6,1990-02-23,30,CAN,"6' 3""",208,L,Buffalo Sabres,D
8475907,Micheal Ferland,79,1992-04-20,28,CAN,"6' 2""",208,L,Calgary Flames,LW
8473564,Michael Frolik,67,1988-02-17,32,CZE,"6' 1""",194,L,Calgary Flames,RW
8471227,Devan Dubnyk,40,1986-05-04,33,CAN,"6' 6""",213,L,Minnesota Wild,G
8474577,Joe Colborne,8,1990-01-30,30,CAN,"6' 5""",221,L,Colorado Avalanche,C
8474610,Zac Dalpe,36,1989-11-01,30,CAN,"6' 2""",199,R,Columbus Blue Jackets,C
8473404,Niklas Backstrom,32,1978-02-13,,FIN,"6' 2""",192,L,Free Agent,G
8473646,Ryan Carter,18,1983-08-03,,USA,"6' 1""",205,L,Free Agent,LW
8475745,Charlie Coyle,3,1992-03-02,28,USA,"6' 3""",221,R,Minnesota Wild,C
8470610,Zach Parise,11,1984-07-28,35,USA,"5' 11""",196,L,Minnesota Wild,LW
8477850,Christian Folin,5,1991-02-09,29,SWE,"6' 3""",204,R,Los Angeles Kings,D
8475311,Darcy Kuemper,35,1990-05-05,29,CAN,"6' 5""",215,L,Los Angeles Kings,G
8477497,Sean Monahan,23,1994-10-12,25,CAN,"6' 3""",195,L,Calgary Flames,C
8474709,Matt Martin,15,1989-05-08,30,CAN,"6' 3""",220,L,Toronto Maple Leafs,LW
8467330,David Legwand,17,1980-08-17,,USA,"6' 2""",207,L,Free Agent,C
8470860,Jaroslav Halak,41,1985-05-13,34,SVK,"5' 11""",181,L,New York Islanders,G
8470187,Johnny Boychuk,55,1984-01-19,36,CAN,"6' 2""",227,R,New York Islanders,D
8476409,Alan Quine,10,1993-02-25,27,CAN,"6' 0""",200,L,New York Islanders,C
8470144,Frans Nielsen,51,1984-04-24,35,DNK,"6' 1""",188,L,Detroit Red Wings,C
8476766,Cole Schneider,29,1990-08-26,29,USA,"6' 1""",203,L,New York Rangers,LW
8475754,Brock Nelson,29,1991-10-15,28,USA,"6' 3""",206,L,New York Islanders,C
8475314,Anders Lee,27,1990-07-03,29,USA,"6' 3""",228,L,New York Islanders,LW
8477933,Sam Reinhart,23,1995-11-06,24,CAN,"6' 1""",193,R,Buffalo Sabres,C
8471996,Bracken Kearns,38,1981-05-12,38,CAN,"6' 0""",200,L,New Jersey Devils,C
8473579,Nikolay Kulemin,86,1986-07-14,33,RUS,"6' 1""",225,L,New York Islanders,LW
8475166,John Tavares,91,1990-09-20,29,CAN,"6' 1""",211,L,New York Islanders,C
8475169,Evander Kane,9,1991-08-02,28,CAN,"6' 2""",211,L,Buffalo Sabres,LW
8471362,Mikhail Grabovski,84,1984-01-31,36,BLR,"5' 11""",186,L,Vegas Golden Knights,C
8467407,Brian Gionta,12,1979-01-18,,USA,"5' 7""",178,R,Free Agent,RW
8475728,Johan Larsson,22,1992-07-25,27,SWE,"5' 11""",200,L,Buffalo Sabres,C
8477506,Ryan Pulock,6,1994-10-06,25,CAN,"6' 2""",215,R,New York Islanders,D
8476931,Jake McCabe,19,1993-10-12,26,USA,"6' 1""",209,L,Buffalo Sabres,D
8476458,Ryan Strome,18,1993-07-11,26,CAN,"6' 1""",199,R,Edmonton Oilers,C
8473504,Cal Clutterbuck,15,1987-11-18,32,CAN,"5' 11""",218,R,New York Islanders,RW
8475177,Calvin de Haan,44,1991-05-09,28,CAN,"6' 1""",197,L,New York Islanders,D
8478403,Jack Eichel,15,1996-10-28,23,USA,"6' 2""",196,R,Buffalo Sabres,C
8476386,Shane Prince,11,1992-11-16,27,USA,"5' 11""",185,L,New York Islanders,LW
8477392,Hudson Fasching,24,1995-07-28,24,USA,"6' 2""",209,R,Buffalo Sabres,RW
8460720,Eric Boulton,36,1976-08-17,,CAN,"6' 0""",227,L,Free Agent,LW
8470609,Steve Bernier,16,1985-03-31,35,CAN,"6' 3""",220,R,New York Islanders,RW
8473434,Chad Johnson,31,1986-06-10,33,CAN,"6' 3""",196,L,Buffalo Sabres,G
8476429,Scott Mayfield,42,1992-10-14,27,USA,"6' 4""",224,R,New York Islanders,D
8475215,Robin Lehner,40,1991-07-24,28,SWE,"6' 4""",239,L,Buffalo Sabres,G
8471811,Cal O'Reilly,18,1986-09-30,33,CAN,"6' 0""",193,L,Minnesota Wild,C
8474567,Zach Bogosian,47,1990-07-15,29,USA,"6' 3""",228,R,Buffalo Sabres,D
8470324,Josh Gorges,4,1984-08-14,35,CAN,"6' 1""",204,L,Buffalo Sabres,D
8474573,Josh Bailey,12,1989-10-02,30,CAN,"6' 1""",210,L,New York Islanders,RW
8479268,Casey Nelson,8,1992-07-18,27,USA,"6' 1""",190,R,Buffalo Sabres,D
8475220,Marcus Foligno,17,1991-08-10,28,CAN,"6' 3""",228,L,Minnesota Wild,LW
8475181,Nick Leddy,2,1991-03-20,29,USA,"6' 0""",199,L,New York Islanders,D
8469623,Marek Zidlicky,28,1977-02-03,,CZE,"5' 11""",190,R,Free Agent,D
8476917,Adam Pelech,50,1994-08-16,25,CAN,"6' 3""",210,L,New York Islanders,D
8473565,Brian Strait,47,1988-01-04,32,USA,"6' 1""",206,L,New Jersey Devils,D
8473449,Kyle Okposo,21,1988-04-16,32,USA,"6' 0""",218,R,Buffalo Sabres,RW
8471742,Cody Franson,6,1987-08-08,,CAN,"6' 5""",224,R,Free Agent,D
8470852,Matt Moulson,26,1983-11-01,36,CAN,"6' 1""",200,L,Buffalo Sabres,LW
8476878,Zemgus Girgensons,28,1994-01-05,26,LVA,"6' 2""",200,L,Buffalo Sabres,C
8476999,Linus Ullmark,35,1993-07-31,26,SWE,"6' 4""",221,L,Buffalo Sabres,G
8474612,Travis Hamonic,24,1990-08-16,29,CAN,"6' 2""",205,R,Calgary Flames,D
8477499,Rasmus Ristolainen,55,1994-10-27,25,FIN,"6' 4""",203,R,Buffalo Sabres,D
8476444,Christopher Gibson,33,1992-12-27,27,FIN,"6' 1""",188,L,New York Islanders,G
8475234,J.F. Berube,34,1991-07-13,28,CAN,"6' 1""",177,L,Chicago Blackhawks,G
8475796,Mark Pysyk,13,1992-01-11,28,CAN,"6' 1""",200,R,Florida Panthers,D
8469470,Carlo Colaiacovo,25,1983-01-27,,CAN,"6' 1""",202,L,Free Agent,D
8475235,Nicolas Deslauriers,44,1991-02-22,29,CAN,"6' 1""",216,L,Buffalo Sabres,LW
8475158,Ryan O'Reilly,90,1991-02-07,29,CAN,"6' 1""",210,L,Buffalo Sabres,C
8478542,Evan Rodrigues,71,1993-07-28,26,CAN,"5' 10""",183,R,Buffalo Sabres,LW
8475231,Casey Cizikas,53,1991-02-27,29,CAN,"5' 11""",201,L,New York Islanders,C
8474066,Thomas Hickey,14,1989-02-08,31,CAN,"6' 0""",189,L,New York Islanders,D
8470803,Kyle Brodziak,28,1984-05-25,35,CAN,"6' 2""",212,R,St. Louis Blues,C
8475816,Stanislav Galiev,16,1992-01-17,,RUS,"6' 1""",197,R,Free Agent,RW
8471817,Ryan Reaves,75,1987-01-20,33,CAN,"6' 1""",225,R,Pittsburgh Penguins,RW
8471476,Daniel Winnik,26,1985-03-06,,CAN,"6' 2""",206,L,Free Agent,LW
8473534,Patrik Berglund,21,1988-06-02,31,SWE,"6' 4""",223,L,St. Louis Blues,C
8476989,Petteri Lindbohm,48,1993-09-23,26,FIN,"6' 3""",198,L,St. Louis Blues,D
8470880,Brian Elliott,37,1985-04-09,35,CAN,"6' 2""",209,L,Philadelphia Flyers,G
8474125,Carl Gunnarsson,4,1986-11-09,33,SWE,"6' 2""",197,L,St. Louis Blues,D
8474627,Jori Lehtera,15,1987-12-23,32,FIN,"6' 2""",212,L,Philadelphia Flyers,C
8470105,Scottie Upshall,10,1983-10-07,,CAN,"6' 0""",200,L,Free Agent,RW
8474565,Alex Pietrangelo,27,1990-01-18,30,CAN,"6' 3""",205,R,St. Louis Blues,D
8471214,Alex Ovechkin,8,1985-09-17,34,RUS,"6' 3""",235,R,Washington Capitals,LW
8471698,T.J. Oshie,77,1986-12-23,33,USA,"5' 11""",195,R,Washington Capitals,RW
8471710,Taylor Chorney,4,1987-04-27,32,USA,"6' 0""",193,L,Washington Capitals,D
8477444,Andre Burakovsky,65,1995-02-09,25,SWE,"6' 3""",201,L,Washington Capitals,LW
8475200,Dmitry Orlov,9,1991-07-23,28,RUS,"5' 11""",212,L,Washington Capitals,D
8474031,Kevin Shattenkirk,22,1989-01-29,31,USA,"6' 0""",200,R,New York Rangers,D
8474651,Braden Holtby,70,1989-09-16,30,CAN,"6' 2""",211,L,Washington Capitals,G
8474596,Jake Allen,34,1990-08-07,29,CAN,"6' 2""",203,L,St. Louis Blues,G
8473563,Nicklas Backstrom,19,1987-11-23,32,SWE,"6' 1""",210,L,Washington Capitals,C
8474590,John Carlson,74,1990-01-10,30,USA,"6' 3""",218,R,Washington Capitals,D
8477220,Nate Schmidt,88,1991-07-16,28,USA,"6' 1""",194,L,Vegas Golden Knights,D
8470151,Jay Bouwmeester,19,1983-09-27,36,CAN,"6' 4""",221,L,St. Louis Blues,D
8476892,Colton Parayko,55,1993-05-12,26,CAN,"6' 6""",226,R,St. Louis Blues,D
8474291,Jay Beagle,83,1985-10-16,34,CAN,"6' 3""",218,R,Washington Capitals,C
8471702,Matt Niskanen,2,1986-12-06,33,USA,"6' 1""",203,R,Washington Capitals,D
8471669,Paul Stastny,26,1985-12-27,34,USA,"6' 0""",202,L,St. Louis Blues,C
8468498,Brooks Orpik,44,1980-09-26,39,USA,"6' 3""",217,L,Washington Capitals,D
8470617,Mike Richards,10,1985-02-11,,CAN,"5' 11""",196,L,Free Agent,C
8475768,Jaden Schwartz,17,1992-06-25,27,CAN,"5' 10""",188,L,St. Louis Blues,LW
8466251,Jason Chimera,25,1979-05-02,40,CAN,"6' 3""",216,L,New York Islanders,LW
8475247,Michael Latta,,1991-05-25,28,CAN,"6' 0""",207,R,Arizona Coyotes,C
8470655,David Backes,42,1984-05-01,35,USA,"6' 3""",221,R,Boston Bruins,RW
8475149,Marcus Johansson,90,1990-10-06,29,SWE,"6' 1""",205,L,New Jersey Devils,LW
8471426,Troy Brouwer,36,1985-08-17,34,CAN,"6' 3""",215,R,Calgary Flames,RW
8475765,Vladimir Tarasenko,91,1991-12-13,28,RUS,"6' 0""",219,L,St. Louis Blues,RW
8476436,Dmitrij Jaskin,23,1993-03-23,27,CZE,"6' 2""",196,L,St. Louis Blues,RW
8473426,Mike Weber,,1987-12-16,,USA,"6' 2""",217,L,Free Agent,D
8475744,Evgeny Kuznetsov,92,1992-05-19,27,RUS,"6' 2""",204,L,Washington Capitals,C
8470257,Alexander Steen,20,1984-03-01,36,SWE,"6' 0""",211,L,St. Louis Blues,LW
8477952,Robby Fabbri,15,1996-01-22,24,CAN,"5' 10""",195,L,St. Louis Blues,C
8475195,Anders Nilsson,31,1990-03-19,30,SWE,"6' 6""",229,L,Vancouver Canucks,G
8473991,Karl Alzner,22,1988-09-24,31,CAN,"6' 3""",217,L,Montréal Canadiens,D
8474145,Robert Bortuzzo,41,1989-03-18,31,CAN,"6' 4""",221,R,St. Louis Blues,D
8476880,Tom Wilson,43,1994-03-29,26,CAN,"6' 4""",218,R,Washington Capitals,RW
8475175,Magnus Paajarvi,56,1991-04-12,29,SWE,"6' 3""",203,L,St. Louis Blues,LW
8476441,Joel Edmundson,6,1993-06-28,26,CAN,"6' 4""",220,L,St. Louis Blues,D
8468508,Justin Williams,14,1981-10-04,38,CAN,"6' 1""",188,R,Carolina Hurricanes,RW
8468700,Paul Gaustad,28,1982-02-03,,USA,"6' 5""",227,L,Free Agent,C
8469759,Vernon Fiddler,83,1980-05-09,,CAN,"5' 11""",205,L,Free Agent,C
8467890,Barret Jackman,5,1981-03-05,,CAN,"6' 0""",203,L,Free Agent,D
8475714,Calle Jarnkrok,19,1991-09-25,28,SWE,"5' 11""",186,R,Nashville Predators,C
8476925,Colton Sissons,10,1993-11-05,26,CAN,"6' 1""",200,R,Nashville Predators,C
8467371,Mike Ribeiro,63,1980-02-10,,CAN,"6' 0""",179,L,Free Agent,C
8467370,Mike Fisher,12,1980-06-05,,CAN,"6' 1""",216,R,Free Agent,C
8470622,Patrick Eaves,18,1984-05-01,35,USA,"6' 0""",200,R,Anaheim Ducks,RW
8475236,Cody Eakin,21,1991-05-24,28,CAN,"6' 0""",190,L,Vegas Golden Knights,C
8476887,Filip Forsberg,9,1994-08-13,25,SWE,"6' 1""",205,R,Nashville Predators,LW
8476447,Miikka Salomaki,20,1993-03-09,27,FIN,"5' 11""",203,L,Nashville Predators,RW
8476889,Radek Faksa,12,1994-01-09,26,CZE,"6' 3""",210,L,Dallas Stars,C
8474550,Antti Niemi,31,1983-08-29,36,FIN,"6' 2""",215,L,Pittsburgh Penguins,G
8477501,Valeri Nichushkin,43,1995-03-04,25,RUS,"6' 4""",205,L,Dallas Stars,RW
8470714,Corey Potter,21,1984-01-05,,USA,"6' 3""",204,R,Free Agent,D
8471729,Kris Russell,4,1987-05-02,32,CAN,"5' 10""",170,L,Edmonton Oilers,D
8471760,Cody Bass,16,1987-01-07,33,CAN,"6' 0""",205,R,Nashville Predators,C
8475766,Austin Watson,51,1992-01-13,28,USA,"6' 4""",204,R,Nashville Predators,LW
8475774,Petter Granberg,8,1992-08-27,27,SWE,"6' 3""",200,R,Nashville Predators,D
8475730,Stephen Johns,28,1992-04-18,28,USA,"6' 4""",230,R,Dallas Stars,D
8476467,Jamie Oleksiak,5,1992-12-21,27,CAN,"6' 7""",255,L,Dallas Stars,D
8475176,Ryan Ellis,4,1991-01-03,29,CAN,"5' 10""",180,R,Nashville Predators,D
8469455,Jason Spezza,90,1983-06-13,36,CAN,"6' 3""",210,R,Dallas Stars,C
8478042,Viktor Arvidsson,33,1993-04-08,27,SWE,"5' 9""",180,R,Nashville Predators,LW
8474849,Antoine Roussel,21,1989-11-21,30,FRA,"6' 0""",200,L,Dallas Stars,LW
8475218,Mattias Ekholm,14,1990-05-24,29,SWE,"6' 4""",215,L,Nashville Predators,D
8474569,Colin Wilson,22,1989-10-20,30,USA,"6' 1""",221,L,Colorado Avalanche,C
8473994,Jamie Benn,14,1989-07-18,30,CAN,"6' 2""",210,L,Dallas Stars,LW
8474600,Roman Josi,59,1990-06-01,29,CHE,"6' 1""",201,L,Nashville Predators,D
8470642,Shea Weber,6,1985-08-14,34,CAN,"6' 4""",230,R,Montréal Canadiens,D
8474098,Colton Sceviour,7,1989-04-20,31,CAN,"6' 0""",195,R,Florida Panthers,C
8475268,Gabriel Bourque,57,1990-09-23,29,CAN,"5' 10""",206,L,Colorado Avalanche,LW
8469466,Ales Hemsky,83,1983-08-13,36,CZE,"6' 0""",177,R,Montréal Canadiens,RW
8469544,Patrick Sharp,10,1981-12-27,38,CAN,"6' 1""",200,R,Chicago Blackhawks,LW
8469665,Johnny Oduya,29,1981-10-01,38,SWE,"6' 0""",195,L,Ottawa Senators,D
8468635,Travis Moen,27,1982-04-06,,CAN,"6' 2""",215,L,Free Agent,LW
8475906,John Klingberg,3,1992-08-14,27,SWE,"6' 2""",180,R,Dallas Stars,D
8471707,James Neal,18,1987-09-03,32,CAN,"6' 2""",221,L,Vegas Golden Knights,LW
8474818,Jordie Benn,8,1987-07-26,32,CAN,"6' 2""",198,L,Montréal Canadiens,D
8476439,Brett Ritchie,25,1993-07-01,26,CAN,"6' 3""",215,R,Dallas Stars,RW
8475868,Anthony Bitetto,2,1990-07-15,29,USA,"6' 1""",210,L,Nashville Predators,D
8475747,Patrik Nemeth,15,1992-02-08,28,SWE,"6' 3""",215,L,Dallas Stars,D
8475225,Craig Smith,15,1989-09-05,30,USA,"6' 1""",208,R,Nashville Predators,RW
8471469,Pekka Rinne,35,1982-11-03,37,FIN,"6' 5""",217,L,Nashville Predators,G
8475622,Carter Hutton,40,1985-12-19,34,CAN,"6' 1""",195,L,St. Louis Blues,G
8474218,Jason Demers,55,1988-06-09,31,CAN,"6' 1""",200,R,Arizona Coyotes,D
8477406,Mattias Janmark,13,1992-12-08,27,SWE,"6' 1""",195,L,Dallas Stars,C
8475793,Ryan Johansen,92,1992-07-31,27,CAN,"6' 3""",218,R,Nashville Predators,C
8475794,Tyler Seguin,91,1992-01-31,28,CAN,"6' 1""",200,R,Dallas Stars,C
8470180,Eric Nystrom,24,1983-02-14,,USA,"6' 1""",200,L,Free Agent,LW
8471274,Alex Goligoski,33,1985-07-30,34,USA,"5' 11""",185,L,Arizona Coyotes,D
8474749,Matt Bartkowski,44,1988-06-04,31,USA,"6' 1""",198,L,Minnesota Wild,D
8471232,Lauri Korpikoski,29,1986-07-28,,FIN,"6' 1""",193,L,Free Agent,LW
8477937,Jake Virtanen,18,1996-08-17,23,CAN,"6' 1""",226,R,Vancouver Canucks,RW
8477816,Michael Zalewski,40,1992-08-18,,USA,"6' 2""",205,L,Free Agent,LW
